index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.084845	 0.000000	10.334761	 0.000000	10.334761	 0.000000
  1	  0	  1	  0	 0.013477	 0.074104	 1.641547	 9.026435	 9.174486	 1.390902
  2	  0	 -1	  0	 0.013477	-0.074104	 1.641547	-9.026435	 9.174486	-1.390902
  3	  1	  0	  0	-0.050313	-0.052178	-6.128483	-6.355696	 8.829109	-2.337996
  4	 -1	  0	  0	-0.050313	 0.052178	-6.128483	 6.355696	 8.829109	 2.337996
  5	  0	 -2	  0	-0.005238	-0.098705	-0.638077	-12.023053	12.039973	-1.623818
  6	  1	 -1	  0	-0.056709	 0.029856	-6.907616	 3.636744	 7.806476	 2.656984
  7	 -1	 -1	  0	-0.012813	-0.021461	-1.560681	-2.614098	 3.044541	-2.109025
  8	  0	  2	  0	-0.005238	 0.098705	-0.638077	12.023053	12.039973	 1.623818
  9	  1	  1	  0	-0.012813	 0.021461	-1.560681	 2.614098	 3.044541	 2.109025
 10	 -1	  1	  0	-0.056709	-0.029856	-6.907616	-3.636744	 7.806476	-2.656984
 11	 -2	  0	  0	 0.098216	 0.095383	11.963496	11.618354	16.676672	 0.770763
 12	  2	  0	  0	 0.098216	-0.095383	11.963496	-11.618354	16.676672	-0.770763
