index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.082748	 0.000000	-10.079379	 0.000000	10.079379	 3.141593
  1	  0	  1	  0	 0.018346	 0.023101	 2.234728	 2.813907	 3.593338	 0.899619
  2	  0	 -1	  0	 0.018346	-0.023101	 2.234728	-2.813907	 3.593338	-0.899619
  3	  1	  0	  0	 0.068943	 0.010333	 8.397720	 1.258679	 8.491524	 0.148776
  4	 -1	  0	  0	 0.068943	-0.010333	 8.397720	-1.258679	 8.491524	-0.148776
  5	  0	 -2	  0	 0.032521	-0.054258	 3.961304	-6.609014	 7.705257	-1.030834
  6	  1	 -1	  0	 0.007080	-0.035306	 0.862407	-4.300491	 4.386111	-1.372885
  7	 -1	 -1	  0	-0.062835	-0.037293	-7.653798	-4.542609	 8.900333	-2.605959
  8	  0	  2	  0	 0.032521	 0.054258	 3.961304	 6.609014	 7.705257	 1.030834
  9	  1	  1	  0	-0.062835	 0.037293	-7.653798	 4.542609	 8.900333	 2.605959
 10	 -1	  1	  0	 0.007080	 0.035306	 0.862407	 4.300491	 4.386111	 1.372885
 11	 -2	  0	  0	-0.008243	 0.017760	-1.004049	 2.163253	 2.384906	 2.005345
 12	  2	  0	  0	-0.008243	-0.017760	-1.004049	-2.163253	 2.384906	-2.005345
