index	beams	T	ik_x	ik_y	thetaX_mrad	thetaY_mrad
0	5	21.5173	-12	0	-70.00000	 0.00000
1	5	21.5148	-11	-4	-64.16667	-23.33333
2	5	21.5122	-11	-3	-64.16667	-17.50000
3	5	21.5104	-11	-2	-64.16667	-11.66667
4	5	21.5093	-11	-1	-64.16667	-5.83333
5	5	21.5089	-11	0	-64.16667	 0.00000
6	5	21.5093	-11	1	-64.16667	 5.83333
7	5	21.5104	-11	2	-64.16667	11.66667
8	5	21.5122	-11	3	-64.16667	17.50000
9	5	21.5148	-11	4	-64.16667	23.33333
10	5	21.5144	-10	-6	-58.33333	-35.00000
11	5	21.5104	-10	-5	-58.33333	-29.16667
12	5	21.5071	-10	-4	-58.33333	-23.33333
13	5	21.5045	-10	-3	-58.33333	-17.50000
14	5	21.5027	-10	-2	-58.33333	-11.66667
15	5	21.5016	-10	-1	-58.33333	-5.83333
16	5	21.5012	-10	0	-58.33333	 0.00000
17	5	21.5016	-10	1	-58.33333	 5.83333
18	5	21.5027	-10	2	-58.33333	11.66667
19	5	21.5045	-10	3	-58.33333	17.50000
20	5	21.5071	-10	4	-58.33333	23.33333
21	5	21.5104	-10	5	-58.33333	29.16667
22	5	21.5144	-10	6	-58.33333	35.00000
23	5	21.5122	-9	-7	-52.50000	-40.83333
24	5	21.5074	-9	-6	-52.50000	-35.00000
25	5	21.5034	-9	-5	-52.50000	-29.16667
26	5	21.5001	-9	-4	-52.50000	-23.33333
27	5	21.4975	-9	-3	-52.50000	-17.50000
28	5	21.4957	-9	-2	-52.50000	-11.66667
29	5	21.4946	-9	-1	-52.50000	-5.83333
30	5	21.4942	-9	0	-52.50000	 0.00000
31	5	21.4946	-9	1	-52.50000	 5.83333
32	5	21.4957	-9	2	-52.50000	11.66667
33	5	21.4975	-9	3	-52.50000	17.50000
34	5	21.5001	-9	4	-52.50000	23.33333
35	5	21.5034	-9	5	-52.50000	29.16667
36	5	21.5074	-9	6	-52.50000	35.00000
37	5	21.5122	-9	7	-52.50000	40.83333
38	5	21.5115	-8	-8	-46.66667	-46.66667
39	5	21.506	-8	-7	-46.66667	-40.83333
40	5	21.5012	-8	-6	-46.66667	-35.00000
41	5	21.4972	-8	-5	-46.66667	-29.16667
42	5	21.4939	-8	-4	-46.66667	-23.33333
43	5	21.4913	-8	-3	-46.66667	-17.50000
44	5	21.4895	-8	-2	-46.66667	-11.66667
45	5	21.4884	-8	-1	-46.66667	-5.83333
46	5	21.488	-8	0	-46.66667	 0.00000
47	5	21.4884	-8	1	-46.66667	 5.83333
48	5	21.4895	-8	2	-46.66667	11.66667
49	5	21.4913	-8	3	-46.66667	17.50000
50	5	21.4939	-8	4	-46.66667	23.33333
51	5	21.4972	-8	5	-46.66667	29.16667
52	5	21.5012	-8	6	-46.66667	35.00000
53	5	21.506	-8	7	-46.66667	40.83333
54	5	21.5115	-8	8	-46.66667	46.66667
55	5	21.5122	-7	-9	-40.83333	-52.50000
56	5	21.506	-7	-8	-40.83333	-46.66667
57	5	21.5005	-7	-7	-40.83333	-40.83333
58	5	21.4957	-7	-6	-40.83333	-35.00000
59	5	21.4917	-7	-5	-40.83333	-29.16667
60	5	21.4884	-7	-4	-40.83333	-23.33333
61	5	21.4858	-7	-3	-40.83333	-17.50000
62	5	21.484	-7	-2	-40.83333	-11.66667
63	5	21.4829	-7	-1	-40.83333	-5.83333
64	5	21.4825	-7	0	-40.83333	 0.00000
65	5	21.4829	-7	1	-40.83333	 5.83333
66	5	21.484	-7	2	-40.83333	11.66667
67	5	21.4858	-7	3	-40.83333	17.50000
68	5	21.4884	-7	4	-40.83333	23.33333
69	5	21.4917	-7	5	-40.83333	29.16667
70	5	21.4957	-7	6	-40.83333	35.00000
71	5	21.5005	-7	7	-40.83333	40.83333
72	5	21.506	-7	8	-40.83333	46.66667
73	5	21.5122	-7	9	-40.83333	52.50000
74	5	21.5144	-6	-10	-35.00000	-58.33333
75	5	21.5074	-6	-9	-35.00000	-52.50000
76	5	21.5012	-6	-8	-35.00000	-46.66667
77	5	21.4957	-6	-7	-35.00000	-40.83333
78	5	21.491	-6	-6	-35.00000	-35.00000
79	5	21.4869	-6	-5	-35.00000	-29.16667
80	5	21.4836	-6	-4	-35.00000	-23.33333
81	5	21.4811	-6	-3	-35.00000	-17.50000
82	5	21.4792	-6	-2	-35.00000	-11.66667
83	5	21.4781	-6	-1	-35.00000	-5.83333
84	5	21.4778	-6	0	-35.00000	 0.00000
85	5	21.4781	-6	1	-35.00000	 5.83333
86	5	21.4792	-6	2	-35.00000	11.66667
87	5	21.4811	-6	3	-35.00000	17.50000
88	5	21.4836	-6	4	-35.00000	23.33333
89	5	21.4869	-6	5	-35.00000	29.16667
90	5	21.491	-6	6	-35.00000	35.00000
91	5	21.4957	-6	7	-35.00000	40.83333
92	5	21.5012	-6	8	-35.00000	46.66667
93	5	21.5074	-6	9	-35.00000	52.50000
94	5	21.5144	-6	10	-35.00000	58.33333
95	5	21.5104	-5	-10	-29.16667	-58.33333
96	5	21.5034	-5	-9	-29.16667	-52.50000
97	5	21.4972	-5	-8	-29.16667	-46.66667
98	5	21.4917	-5	-7	-29.16667	-40.83333
99	5	21.4869	-5	-6	-29.16667	-35.00000
100	5	21.4829	-5	-5	-29.16667	-29.16667
101	5	21.4796	-5	-4	-29.16667	-23.33333
102	5	21.477	-5	-3	-29.16667	-17.50000
103	5	21.4752	-5	-2	-29.16667	-11.66667
104	5	21.4741	-5	-1	-29.16667	-5.83333
105	5	21.4738	-5	0	-29.16667	 0.00000
106	5	21.4741	-5	1	-29.16667	 5.83333
107	5	21.4752	-5	2	-29.16667	11.66667
108	5	21.477	-5	3	-29.16667	17.50000
109	5	21.4796	-5	4	-29.16667	23.33333
110	5	21.4829	-5	5	-29.16667	29.16667
111	5	21.4869	-5	6	-29.16667	35.00000
