index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.042793	 0.000000	-5.212507	 0.000000	 5.212507	 3.141593
  1	  0	  1	  0	-0.047695	 0.060311	-5.809552	 7.346294	 9.365839	 2.239911
  2	  0	 -1	  0	-0.047695	-0.060311	-5.809552	-7.346294	 9.365839	-2.239911
  3	  1	  0	  0	 0.008090	-0.082276	 0.985449	-10.021861	10.070194	-1.472782
  4	 -1	  0	  0	 0.008090	 0.082276	 0.985449	10.021861	10.070194	 1.472782
  5	  0	 -2	  0	-0.029624	 0.048292	-3.608372	 5.882379	 6.900923	 2.121025
  6	  1	 -1	  0	 0.023267	 0.064356	 2.834087	 7.839074	 8.335654	 1.223884
  7	 -1	 -1	  0	-0.004205	 0.052912	-0.512198	 6.445028	 6.465349	 1.650101
  8	  0	  2	  0	-0.029624	-0.048292	-3.608372	-5.882379	 6.900923	-2.121025
  9	  1	  1	  0	-0.004205	-0.052912	-0.512198	-6.445028	 6.465349	-1.650101
 10	 -1	  1	  0	 0.023267	-0.064356	 2.834087	-7.839074	 8.335654	-1.223884
 11	 -2	  0	  0	 0.118240	-0.034831	14.402492	-4.242733	15.014412	-0.286480
 12	  2	  0	  0	 0.118240	 0.034831	14.402492	 4.242733	15.014412	 0.286480
