index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.004841	 0.000000	 0.589662	 0.000000	 0.589662	 0.000000
  1	  0	  1	  0	 0.087534	-0.058247	10.662313	-7.094894	12.807124	-0.587138
  2	  0	 -1	  0	 0.087534	 0.058247	10.662313	 7.094894	12.807124	 0.587138
  3	  1	  0	  0	-0.055378	 0.064279	-6.745427	 7.829647	10.334610	 2.281943
  4	 -1	  0	  0	-0.055378	-0.064279	-6.745427	-7.829647	10.334610	-2.281943
  5	  0	 -2	  0	-0.025620	 0.009401	-3.120734	 1.145099	 3.324189	 2.789914
  6	  1	 -1	  0	-0.092092	-0.144091	-11.217548	-17.551427	20.829929	-2.139488
  7	 -1	 -1	  0	 0.126455	-0.086330	15.403199	-10.515699	18.650428	-0.599018
  8	  0	  2	  0	-0.025620	-0.009401	-3.120734	-1.145099	 3.324189	-2.789914
  9	  1	  1	  0	 0.126455	 0.086330	15.403199	10.515699	18.650428	 0.599018
 10	 -1	  1	  0	-0.092092	 0.144091	-11.217548	17.551427	20.829929	 2.139488
 11	 -2	  0	  0	 0.002251	 0.128639	 0.274245	15.669264	15.671664	 1.553296
 12	  2	  0	  0	 0.002251	-0.128639	 0.274245	-15.669264	15.671664	-1.553296
