index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.181570	 0.000000	-22.116609	 0.000000	22.116609	 3.141593
  1	  0	  1	  0	-0.051888	-0.076340	-6.320402	-9.298788	11.243440	-2.167769
  2	  0	 -1	  0	-0.051888	 0.076340	-6.320402	 9.298788	11.243440	 2.167769
  3	  1	  0	  0	 0.016879	 0.065004	 2.055953	 7.917981	 8.180548	 1.316750
  4	 -1	  0	  0	 0.016879	-0.065004	 2.055953	-7.917981	 8.180548	-1.316750
  5	  0	 -2	  0	 0.019283	-0.095810	 2.348843	-11.670335	11.904360	-1.372184
  6	  1	 -1	  0	 0.049618	 0.057439	 6.043829	 6.996520	 9.245495	 0.858326
  7	 -1	 -1	  0	-0.026140	-0.041041	-3.184051	-4.999058	 5.926952	-2.137929
  8	  0	  2	  0	 0.019283	 0.095810	 2.348843	11.670335	11.904360	 1.372184
  9	  1	  1	  0	-0.026140	 0.041041	-3.184051	 4.999058	 5.926952	 2.137929
 10	 -1	  1	  0	 0.049618	-0.057439	 6.043829	-6.996520	 9.245495	-0.858326
 11	 -2	  0	  0	-0.013651	-0.004229	-1.662786	-0.515079	 1.740736	-2.841198
 12	  2	  0	  0	-0.013651	 0.004229	-1.662786	 0.515079	 1.740736	 2.841198
