index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.084470	 0.000000	-10.289043	 0.000000	10.289043	 3.141593
  1	  0	  1	  0	 0.137390	-0.034528	16.735197	-4.205716	17.255575	-0.246211
  2	  0	 -1	  0	 0.137390	 0.034528	16.735197	 4.205716	17.255575	 0.246211
  3	  1	  0	  0	 0.089635	-0.082520	10.918162	-10.051548	14.840481	-0.744095
  4	 -1	  0	  0	 0.089635	 0.082520	10.918162	10.051548	14.840481	 0.744095
  5	  0	 -2	  0	 0.102893	-0.020965	12.533180	-2.553699	12.790699	-0.201004
  6	  1	 -1	  0	 0.075652	-0.044130	 9.215014	-5.375427	10.668257	-0.528075
  7	 -1	 -1	  0	-0.011144	 0.038480	-1.357374	 4.687110	 4.879699	 1.852682
  8	  0	  2	  0	 0.102893	 0.020965	12.533180	 2.553699	12.790699	 0.201004
  9	  1	  1	  0	-0.011144	-0.038480	-1.357374	-4.687110	 4.879699	-1.852682
 10	 -1	  1	  0	 0.075652	 0.044130	 9.215014	 5.375427	10.668257	 0.528075
 11	 -2	  0	  0	-0.016938	-0.060724	-2.063171	-7.396659	 7.679013	-1.842815
 12	  2	  0	  0	-0.016938	 0.060724	-2.063171	 7.396659	 7.679013	 1.842815
