index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.002415	 0.000000	-0.294200	 0.000000	 0.294200	 3.141593
  1	  0	  1	  0	-0.101581	 0.142502	-12.373309	17.357864	21.316525	 2.190085
  2	  0	 -1	  0	-0.101581	-0.142502	-12.373309	-17.357864	21.316525	-2.190085
  3	  1	  0	  0	 0.050916	 0.004651	 6.201961	 0.566586	 6.227788	 0.091103
  4	 -1	  0	  0	 0.050916	-0.004651	 6.201961	-0.566586	 6.227788	-0.091103
  5	  0	 -2	  0	-0.004710	 0.068131	-0.573725	 8.298815	 8.318623	 1.639820
  6	  1	 -1	  0	 0.148550	-0.130916	18.094562	-15.946502	24.118543	-0.722380
  7	 -1	 -1	  0	-0.140502	-0.042230	-17.114218	-5.143974	17.870560	-2.849615
  8	  0	  2	  0	-0.004710	-0.068131	-0.573725	-8.298815	 8.318623	-1.639820
  9	  1	  1	  0	-0.140502	 0.042230	-17.114218	 5.143974	17.870560	 2.849615
 10	 -1	  1	  0	 0.148550	 0.130916	18.094562	15.946502	24.118543	 0.722380
 11	 -2	  0	  0	-0.018793	-0.144484	-2.289179	-17.599240	17.747496	-1.700143
 12	  2	  0	  0	-0.018793	 0.144484	-2.289179	17.599240	17.747496	 1.700143
