index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.023652	 0.000000	 2.880949	 0.000000	 2.880949	 0.000000
  1	  0	  1	  0	 0.013532	-0.002220	 1.648360	-0.270358	 1.670384	-0.162569
  2	  0	 -1	  0	 0.013532	 0.002220	 1.648360	 0.270358	 1.670384	 0.162569
  3	  1	  0	  0	 0.076036	 0.053002	 9.261755	 6.456101	11.289878	 0.608758
  4	 -1	  0	  0	 0.076036	-0.053002	 9.261755	-6.456101	11.289878	-0.608758
  5	  0	 -2	  0	-0.095016	-0.030591	-11.573707	-3.726180	12.158746	-2.830120
  6	  1	 -1	  0	-0.011038	-0.051105	-1.344566	-6.225011	 6.368565	-1.783523
  7	 -1	 -1	  0	 0.006524	 0.131875	 0.794680	16.063426	16.083071	 1.521365
  8	  0	  2	  0	-0.095016	 0.030591	-11.573707	 3.726180	12.158746	 2.830120
  9	  1	  1	  0	 0.006524	-0.131875	 0.794680	-16.063426	16.083071	-1.521365
 10	 -1	  1	  0	-0.011038	 0.051105	-1.344566	 6.225011	 6.368565	 1.783523
 11	 -2	  0	  0	-0.061871	-0.070217	-7.536366	-8.552998	11.399587	-2.293092
 12	  2	  0	  0	-0.061871	 0.070217	-7.536366	 8.552998	11.399587	 2.293092
