index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.159750	 0.000000	19.458748	 0.000000	19.458748	 0.000000
  1	  0	  1	  0	-0.124752	-0.122484	-15.195693	-14.919519	21.295566	-2.365365
  2	  0	 -1	  0	-0.124752	 0.122484	-15.195693	14.919519	21.295566	 2.365365
  3	  1	  0	  0	 0.041039	-0.061636	 4.998857	-7.507715	 9.019665	-0.983374
  4	 -1	  0	  0	 0.041039	 0.061636	 4.998857	 7.507715	 9.019665	 0.983374
  5	  0	 -2	  0	 0.059322	 0.076931	 7.225840	 9.370729	11.833145	 0.913923
  6	  1	 -1	  0	 0.058621	-0.074399	 7.140490	-9.062422	11.537508	-0.903463
  7	 -1	 -1	  0	-0.022097	-0.012308	-2.691599	-1.499219	 3.080968	-2.633391
  8	  0	  2	  0	 0.059322	-0.076931	 7.225840	-9.370729	11.833145	-0.913923
  9	  1	  1	  0	-0.022097	 0.012308	-2.691599	 1.499219	 3.080968	 2.633391
 10	 -1	  1	  0	 0.058621	 0.074399	 7.140490	 9.062422	11.537508	 0.903463
 11	 -2	  0	  0	-0.137376	-0.065238	-16.733439	-7.946516	18.524446	-2.698235
 12	  2	  0	  0	-0.137376	 0.065238	-16.733439	 7.946516	18.524446	 2.698235
