index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.183218	 0.000000	-22.317325	 0.000000	22.317325	 3.141593
  1	  0	  1	  0	 0.127924	 0.038230	15.582077	 4.656683	16.263020	 0.290400
  2	  0	 -1	  0	 0.127924	-0.038230	15.582077	-4.656683	16.263020	-0.290400
  3	  1	  0	  0	-0.003158	 0.077201	-0.384703	 9.403608	 9.411473	 1.611684
  4	 -1	  0	  0	-0.003158	-0.077201	-0.384703	-9.403608	 9.411473	-1.611684
  5	  0	 -2	  0	-0.028017	 0.055476	-3.412683	 6.757355	 7.570222	 2.038462
  6	  1	 -1	  0	 0.055648	 0.047588	 6.778398	 5.796597	 8.918924	 0.707481
  7	 -1	 -1	  0	 0.131757	-0.015505	16.048952	-1.888616	16.159695	-0.117140
  8	  0	  2	  0	-0.028017	-0.055476	-3.412683	-6.757355	 7.570222	-2.038462
  9	  1	  1	  0	 0.131757	 0.015505	16.048952	 1.888616	16.159695	 0.117140
 10	 -1	  1	  0	 0.055648	-0.047588	 6.778398	-5.796597	 8.918924	-0.707481
 11	 -2	  0	  0	-0.028272	-0.026864	-3.443753	-3.272290	 4.750507	-2.381719
 12	  2	  0	  0	-0.028272	 0.026864	-3.443753	 3.272290	 4.750507	 2.381719
