index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.188492	 0.000000	22.959793	 0.000000	22.959793	 0.000000
  1	  0	  1	  0	-0.050491	-0.032352	-6.150214	-3.940771	 7.304438	-2.571745
  2	  0	 -1	  0	-0.050491	 0.032352	-6.150214	 3.940771	 7.304438	 2.571745
  3	  1	  0	  0	 0.047104	-0.049133	 5.737594	-5.984746	 8.290788	-0.806479
  4	 -1	  0	  0	 0.047104	 0.049133	 5.737594	 5.984746	 8.290788	 0.806479
  5	  0	 -2	  0	-0.049342	-0.058025	-6.010234	-7.067902	 9.277831	-2.275497
  6	  1	 -1	  0	 0.175630	-0.009025	21.393069	-1.099365	21.421298	-0.051344
  7	 -1	 -1	  0	 0.029830	 0.024213	 3.633487	 2.949379	 4.679857	 0.681847
  8	  0	  2	  0	-0.049342	 0.058025	-6.010234	 7.067902	 9.277831	 2.275497
  9	  1	  1	  0	 0.029830	-0.024213	 3.633487	-2.949379	 4.679857	-0.681847
 10	 -1	  1	  0	 0.175630	 0.009025	21.393069	 1.099365	21.421298	 0.051344
 11	 -2	  0	  0	 0.109752	-0.026910	13.368675	-3.277866	13.764661	-0.240447
 12	  2	  0	  0	 0.109752	 0.026910	13.368675	 3.277866	13.764661	 0.240447
