index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.077478	 0.000000	 9.437439	 0.000000	 9.437439	 0.000000
  1	  0	  1	  0	-0.143765	 0.072946	-17.511678	 8.885342	19.636908	 2.672046
  2	  0	 -1	  0	-0.143765	-0.072946	-17.511678	-8.885342	19.636908	-2.672046
  3	  1	  0	  0	-0.041027	 0.055346	-4.997363	 6.741555	 8.391794	 2.208692
  4	 -1	  0	  0	-0.041027	-0.055346	-4.997363	-6.741555	 8.391794	-2.208692
  5	  0	 -2	  0	-0.014241	 0.154391	-1.734662	18.805956	18.885789	 1.662776
  6	  1	 -1	  0	 0.048429	-0.116272	 5.899008	-14.162806	15.342209	-1.176135
  7	 -1	 -1	  0	 0.007251	-0.135042	 0.883268	-16.449085	16.472783	-1.517151
  8	  0	  2	  0	-0.014241	-0.154391	-1.734662	-18.805956	18.885789	-1.662776
  9	  1	  1	  0	 0.007251	 0.135042	 0.883268	16.449085	16.472783	 1.517151
 10	 -1	  1	  0	 0.048429	 0.116272	 5.899008	14.162806	15.342209	 1.176135
 11	 -2	  0	  0	 0.145558	-0.002655	17.730007	-0.323417	17.732956	-0.018239
 12	  2	  0	  0	 0.145558	 0.002655	17.730007	 0.323417	17.732956	 0.018239
