index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.009900	 0.000000	-1.205900	 0.000000	 1.205900	 3.141593
  1	  0	  1	  0	-0.029384	 0.068365	-3.579144	 8.327366	 9.063956	 1.976730
  2	  0	 -1	  0	-0.029384	-0.068365	-3.579144	-8.327366	 9.063956	-1.976730
  3	  1	  0	  0	-0.025114	-0.061692	-3.059130	-7.514506	 8.113327	-1.957405
  4	 -1	  0	  0	-0.025114	 0.061692	-3.059130	 7.514506	 8.113327	 1.957405
  5	  0	 -2	  0	 0.094484	-0.026123	11.508827	-3.181958	11.940601	-0.269741
  6	  1	 -1	  0	-0.101818	-0.104176	-12.402172	-12.689469	17.743633	-2.344745
  7	 -1	 -1	  0	 0.051262	 0.079590	 6.244083	 9.694606	11.531433	 0.998595
  8	  0	  2	  0	 0.094484	 0.026123	11.508827	 3.181958	11.940601	 0.269741
  9	  1	  1	  0	 0.051262	-0.079590	 6.244083	-9.694606	11.531433	-0.998595
 10	 -1	  1	  0	-0.101818	 0.104176	-12.402172	12.689469	17.743633	 2.344745
 11	 -2	  0	  0	 0.058512	 0.092293	 7.127237	11.242003	13.310903	 1.005764
 12	  2	  0	  0	 0.058512	-0.092293	 7.127237	-11.242003	13.310903	-1.005764
