index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.163280	 0.000000	-19.888698	 0.000000	19.888698	 3.141593
  1	  0	  1	  0	 0.004953	-0.018853	 0.603309	-2.296486	 2.374412	-1.313892
  2	  0	 -1	  0	 0.004953	 0.018853	 0.603309	 2.296486	 2.374412	 1.313892
  3	  1	  0	  0	 0.074604	 0.026269	 9.087372	 3.199791	 9.634262	 0.338557
  4	 -1	  0	  0	 0.074604	-0.026269	 9.087372	-3.199791	 9.634262	-0.338557
  5	  0	 -2	  0	 0.115585	-0.049304	14.079068	-6.005636	15.306464	-0.403195
  6	  1	 -1	  0	 0.064311	 0.010444	 7.833594	 1.272165	 7.936221	 0.160993
  7	 -1	 -1	  0	 0.014083	-0.136097	 1.715411	-16.577601	16.666117	-1.467686
  8	  0	  2	  0	 0.115585	 0.049304	14.079068	 6.005636	15.306464	 0.403195
  9	  1	  1	  0	 0.014083	 0.136097	 1.715411	16.577601	16.666117	 1.467686
 10	 -1	  1	  0	 0.064311	-0.010444	 7.833594	-1.272165	 7.936221	-0.160993
 11	 -2	  0	  0	-0.169742	-0.031978	-20.675829	-3.895208	21.039547	-2.955381
 12	  2	  0	  0	-0.169742	 0.031978	-20.675829	 3.895208	21.039547	 2.955381
