index	beams	T	ik_x	ik_y	thetaX_mrad	thetaY_mrad
0	5	33.1198	-12	0	-70.00000	 0.00000
1	5	33.1159	-11	-4	-64.16667	-23.33333
2	5	33.1119	-11	-3	-64.16667	-17.50000
3	5	33.1091	-11	-2	-64.16667	-11.66667
4	5	33.1074	-11	-1	-64.16667	-5.83333
5	5	33.1068	-11	0	-64.16667	 0.00000
6	5	33.1074	-11	1	-64.16667	 5.83333
7	5	33.1091	-11	2	-64.16667	11.66667
8	5	33.1119	-11	3	-64.16667	17.50000
9	5	33.1159	-11	4	-64.16667	23.33333
10	5	33.1153	-10	-6	-58.33333	-35.00000
11	5	33.1091	-10	-5	-58.33333	-29.16667
12	5	33.104	-10	-4	-58.33333	-23.33333
13	5	33.1001	-10	-3	-58.33333	-17.50000
14	5	33.0972	-10	-2	-58.33333	-11.66667
15	5	33.0955	-10	-1	-58.33333	-5.83333
16	5	33.095	-10	0	-58.33333	 0.00000
17	5	33.0955	-10	1	-58.33333	 5.83333
18	5	33.0972	-10	2	-58.33333	11.66667
19	5	33.1001	-10	3	-58.33333	17.50000
20	5	33.104	-10	4	-58.33333	23.33333
21	5	33.1091	-10	5	-58.33333	29.16667
22	5	33.1153	-10	6	-58.33333	35.00000
23	5	33.1119	-9	-7	-52.50000	-40.83333
24	5	33.1046	-9	-6	-52.50000	-35.00000
25	5	33.0984	-9	-5	-52.50000	-29.16667
26	5	33.0933	-9	-4	-52.50000	-23.33333
27	5	33.0893	-9	-3	-52.50000	-17.50000
28	5	33.0865	-9	-2	-52.50000	-11.66667
29	5	33.0848	-9	-1	-52.50000	-5.83333
30	5	33.0843	-9	0	-52.50000	 0.00000
31	5	33.0848	-9	1	-52.50000	 5.83333
32	5	33.0865	-9	2	-52.50000	11.66667
33	5	33.0893	-9	3	-52.50000	17.50000
34	5	33.0933	-9	4	-52.50000	23.33333
35	5	33.0984	-9	5	-52.50000	29.16667
36	5	33.1046	-9	6	-52.50000	35.00000
37	5	33.1119	-9	7	-52.50000	40.83333
38	5	33.1108	-8	-8	-46.66667	-46.66667
39	5	33.1023	-8	-7	-46.66667	-40.83333
40	5	33.095	-8	-6	-46.66667	-35.00000
41	5	33.0888	-8	-5	-46.66667	-29.16667
42	5	33.0837	-8	-4	-46.66667	-23.33333
43	5	33.0798	-8	-3	-46.66667	-17.50000
44	5	33.0769	-8	-2	-46.66667	-11.66667
45	5	33.0753	-8	-1	-46.66667	-5.83333
46	5	33.0747	-8	0	-46.66667	 0.00000
47	5	33.0753	-8	1	-46.66667	 5.83333
48	5	33.0769	-8	2	-46.66667	11.66667
49	5	33.0798	-8	3	-46.66667	17.50000
50	5	33.0837	-8	4	-46.66667	23.33333
51	5	33.0888	-8	5	-46.66667	29.16667
52	5	33.095	-8	6	-46.66667	35.00000
53	5	33.1023	-8	7	-46.66667	40.83333
54	5	33.1108	-8	8	-46.66667	46.66667
55	5	33.1119	-7	-9	-40.83333	-52.50000
56	5	33.1023	-7	-8	-40.83333	-46.66667
57	5	33.0939	-7	-7	-40.83333	-40.83333
58	5	33.0865	-7	-6	-40.83333	-35.00000
59	5	33.0803	-7	-5	-40.83333	-29.16667
60	5	33.0753	-7	-4	-40.83333	-23.33333
61	5	33.0713	-7	-3	-40.83333	-17.50000
62	5	33.0685	-7	-2	-40.83333	-11.66667
63	5	33.0668	-7	-1	-40.83333	-5.83333
64	5	33.0662	-7	0	-40.83333	 0.00000
65	5	33.0668	-7	1	-40.83333	 5.83333
66	5	33.0685	-7	2	-40.83333	11.66667
67	5	33.0713	-7	3	-40.83333	17.50000
68	5	33.0753	-7	4	-40.83333	23.33333
69	5	33.0803	-7	5	-40.83333	29.16667
70	5	33.0865	-7	6	-40.83333	35.00000
71	5	33.0939	-7	7	-40.83333	40.83333
72	5	33.1023	-7	8	-40.83333	46.66667
73	5	33.1119	-7	9	-40.83333	52.50000
74	5	33.1153	-6	-10	-35.00000	-58.33333
75	5	33.1046	-6	-9	-35.00000	-52.50000
76	5	33.095	-6	-8	-35.00000	-46.66667
77	5	33.0865	-6	-7	-35.00000	-40.83333
78	5	33.0792	-6	-6	-35.00000	-35.00000
79	5	33.073	-6	-5	-35.00000	-29.16667
80	5	33.0679	-6	-4	-35.00000	-23.33333
81	5	33.064	-6	-3	-35.00000	-17.50000
82	5	33.0612	-6	-2	-35.00000	-11.66667
83	5	33.0595	-6	-1	-35.00000	-5.83333
84	5	33.0589	-6	0	-35.00000	 0.00000
85	5	33.0595	-6	1	-35.00000	 5.83333
86	5	33.0612	-6	2	-35.00000	11.66667
87	5	33.064	-6	3	-35.00000	17.50000
88	5	33.0679	-6	4	-35.00000	23.33333
89	5	33.073	-6	5	-35.00000	29.16667
90	5	33.0792	-6	6	-35.00000	35.00000
91	5	33.0865	-6	7	-35.00000	40.83333
92	5	33.095	-6	8	-35.00000	46.66667
93	5	33.1046	-6	9	-35.00000	52.50000
94	5	33.1153	-6	10	-35.00000	58.33333
95	5	33.1091	-5	-10	-29.16667	-58.33333
96	5	33.0984	-5	-9	-29.16667	-52.50000
