index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.176911	 0.000000	-21.549079	 0.000000	21.549079	 3.141593
  1	  0	  1	  0	 0.068540	-0.008480	 8.348637	-1.032888	 8.412288	-0.123094
  2	  0	 -1	  0	 0.068540	 0.008480	 8.348637	 1.032888	 8.412288	 0.123094
  3	  1	  0	  0	-0.054438	 0.115169	-6.630966	14.028508	15.516725	 2.012348
  4	 -1	  0	  0	-0.054438	-0.115169	-6.630966	-14.028508	15.516725	-2.012348
  5	  0	 -2	  0	 0.069665	 0.155994	 8.485708	19.001193	20.809915	 1.150783
  6	  1	 -1	  0	 0.148238	 0.118425	18.056536	14.425090	23.111074	 0.674060
  7	 -1	 -1	  0	 0.108802	-0.066691	13.252961	-8.123528	15.544539	-0.549894
  8	  0	  2	  0	 0.069665	-0.155994	 8.485708	-19.001193	20.809915	-1.150783
  9	  1	  1	  0	 0.108802	 0.066691	13.252961	 8.123528	15.544539	 0.549894
 10	 -1	  1	  0	 0.148238	-0.118425	18.056536	-14.425090	23.111074	-0.674060
 11	 -2	  0	  0	 0.046580	-0.040524	 5.673817	-4.936090	 7.520451	-0.715978
 12	  2	  0	  0	 0.046580	 0.040524	 5.673817	 4.936090	 7.520451	 0.715978
