index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.078427	 0.000000	-9.553005	 0.000000	 9.553005	 3.141593
  1	  0	  1	  0	 0.103441	-0.026059	12.599874	-3.174179	12.993546	-0.246786
  2	  0	 -1	  0	 0.103441	 0.026059	12.599874	 3.174179	12.993546	 0.246786
  3	  1	  0	  0	 0.070551	 0.017408	 8.593683	 2.120449	 8.851423	 0.241913
  4	 -1	  0	  0	 0.070551	-0.017408	 8.593683	-2.120449	 8.851423	-0.241913
  5	  0	 -2	  0	 0.059105	-0.057314	 7.199382	-6.981313	10.028451	-0.770022
  6	  1	 -1	  0	 0.005112	-0.007683	 0.622691	-0.935789	 1.124031	-0.983659
  7	 -1	 -1	  0	 0.062585	 0.067220	 7.623350	 8.187954	11.187406	 0.821092
  8	  0	  2	  0	 0.059105	 0.057314	 7.199382	 6.981313	10.028451	 0.770022
  9	  1	  1	  0	 0.062585	-0.067220	 7.623350	-8.187954	11.187406	-0.821092
 10	 -1	  1	  0	 0.005112	 0.007683	 0.622691	 0.935789	 1.124031	 0.983659
 11	 -2	  0	  0	 0.054621	-0.127747	 6.653199	-15.560567	16.923247	-1.166753
 12	  2	  0	  0	 0.054621	 0.127747	 6.653199	15.560567	16.923247	 1.166753
