index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.110286	 0.000000	13.433706	 0.000000	13.433706	 0.000000
  1	  0	  1	  0	 0.012813	-0.020589	 1.560749	-2.507896	 2.953893	-1.014117
  2	  0	 -1	  0	 0.012813	 0.020589	 1.560749	 2.507896	 2.953893	 1.014117
  3	  1	  0	  0	 0.118786	 0.017870	14.468981	 2.176761	14.631805	 0.149323
  4	 -1	  0	  0	 0.118786	-0.017870	14.468981	-2.176761	14.631805	-0.149323
  5	  0	 -2	  0	-0.044382	-0.028291	-5.406099	-3.446053	 6.411021	-2.574099
  6	  1	 -1	  0	 0.150003	-0.056919	18.271479	-6.933162	19.542663	-0.362669
  7	 -1	 -1	  0	-0.027464	-0.019898	-3.345273	-2.423687	 4.130994	-2.514605
  8	  0	  2	  0	-0.044382	 0.028291	-5.406099	 3.446053	 6.411021	 2.574099
  9	  1	  1	  0	-0.027464	 0.019898	-3.345273	 2.423687	 4.130994	 2.514605
 10	 -1	  1	  0	 0.150003	 0.056919	18.271479	 6.933162	19.542663	 0.362669
 11	 -2	  0	  0	-0.128145	 0.108066	-15.608996	13.163233	20.418409	 2.440995
 12	  2	  0	  0	-0.128145	-0.108066	-15.608996	-13.163233	20.418409	-2.440995
