index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.146672	 0.000000	17.865756	 0.000000	17.865756	 0.000000
  1	  0	  1	  0	 0.129723	-0.066572	15.801208	-8.108946	17.760438	-0.474140
  2	  0	 -1	  0	 0.129723	 0.066572	15.801208	 8.108946	17.760438	 0.474140
  3	  1	  0	  0	 0.060378	 0.027063	 7.354511	 3.296510	 8.059517	 0.421381
  4	 -1	  0	  0	 0.060378	-0.027063	 7.354511	-3.296510	 8.059517	-0.421381
  5	  0	 -2	  0	 0.089932	 0.020263	10.954412	 2.468145	11.229020	 0.221610
  6	  1	 -1	  0	-0.018825	-0.041812	-2.292981	-5.092958	 5.585336	-1.993838
  7	 -1	 -1	  0	-0.088531	-0.086670	-10.783744	-10.557088	15.091098	-2.366815
  8	  0	  2	  0	 0.089932	-0.020263	10.954412	-2.468145	11.229020	-0.221610
  9	  1	  1	  0	-0.088531	 0.086670	-10.783744	10.557088	15.091098	 2.366815
 10	 -1	  1	  0	-0.018825	 0.041812	-2.292981	 5.092958	 5.585336	 1.993838
 11	 -2	  0	  0	-0.001644	-0.066435	-0.200212	-8.092337	 8.094814	-1.595532
 12	  2	  0	  0	-0.001644	 0.066435	-0.200212	 8.092337	 8.094814	 1.595532
