index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.094084	 0.000000	-11.460195	 0.000000	11.460195	 3.141593
  1	  0	  1	  0	-0.037865	 0.021680	-4.612302	 2.640777	 5.314794	 2.621601
  2	  0	 -1	  0	-0.037865	-0.021680	-4.612302	-2.640777	 5.314794	-2.621601
  3	  1	  0	  0	-0.095138	-0.058635	-11.588498	-7.142180	13.612642	-2.589262
  4	 -1	  0	  0	-0.095138	 0.058635	-11.588498	 7.142180	13.612642	 2.589262
  5	  0	 -2	  0	 0.017691	-0.148205	 2.154923	-18.052509	18.180671	-1.451989
  6	  1	 -1	  0	 0.044577	 0.010387	 5.429766	 1.265190	 5.575218	 0.228925
  7	 -1	 -1	  0	-0.157241	-0.031557	-19.153174	-3.843899	19.535087	-2.943531
  8	  0	  2	  0	 0.017691	 0.148205	 2.154923	18.052509	18.180671	 1.451989
  9	  1	  1	  0	-0.157241	 0.031557	-19.153174	 3.843899	19.535087	 2.943531
 10	 -1	  1	  0	 0.044577	-0.010387	 5.429766	-1.265190	 5.575218	-0.228925
 11	 -2	  0	  0	-0.082395	-0.057486	-10.036314	-7.002186	12.237574	-2.532422
 12	  2	  0	  0	-0.082395	 0.057486	-10.036314	 7.002186	12.237574	 2.532422
