index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.029880	 0.000000	 3.639571	 0.000000	 3.639571	 0.000000
  1	  0	  1	  0	 0.047770	-0.121466	 5.818736	-14.795534	15.898601	-1.196099
  2	  0	 -1	  0	 0.047770	 0.121466	 5.818736	14.795534	15.898601	 1.196099
  3	  1	  0	  0	 0.052769	-0.132257	 6.427647	-16.109894	17.344836	-1.191163
  4	 -1	  0	  0	 0.052769	 0.132257	 6.427647	16.109894	17.344836	 1.191163
  5	  0	 -2	  0	 0.032139	 0.023179	 3.914714	 2.823364	 4.826632	 0.624825
  6	  1	 -1	  0	-0.037508	-0.021838	-4.568704	-2.660009	 5.286653	-2.614346
  7	 -1	 -1	  0	 0.001545	 0.098252	 0.188218	11.967814	11.969294	 1.555071
  8	  0	  2	  0	 0.032139	-0.023179	 3.914714	-2.823364	 4.826632	-0.624825
  9	  1	  1	  0	 0.001545	-0.098252	 0.188218	-11.967814	11.969294	-1.555071
 10	 -1	  1	  0	-0.037508	 0.021838	-4.568704	 2.660009	 5.286653	 2.614346
 11	 -2	  0	  0	 0.104852	 0.140656	12.771721	17.132950	21.369484	 0.930215
 12	  2	  0	  0	 0.104852	-0.140656	12.771721	-17.132950	21.369484	-0.930215
