index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.140890	 0.000000	-17.161476	 0.000000	17.161476	 3.141593
  1	  0	  1	  0	 0.117460	 0.132174	14.307501	16.099847	21.538562	 0.844275
  2	  0	 -1	  0	 0.117460	-0.132174	14.307501	-16.099847	21.538562	-0.844275
  3	  1	  0	  0	-0.129408	-0.018120	-15.762932	-2.207168	15.916708	-3.002474
  4	 -1	  0	  0	-0.129408	 0.018120	-15.762932	 2.207168	15.916708	 3.002474
  5	  0	 -2	  0	 0.044545	-0.058565	 5.425911	-7.133645	 8.962666	-0.920540
  6	  1	 -1	  0	 0.025889	-0.045842	 3.153431	-5.583848	 6.412760	-1.056706
  7	 -1	 -1	  0	-0.011940	-0.098184	-1.454382	-11.959523	12.047631	-1.691811
  8	  0	  2	  0	 0.044545	 0.058565	 5.425911	 7.133645	 8.962666	 0.920540
  9	  1	  1	  0	-0.011940	 0.098184	-1.454382	11.959523	12.047631	 1.691811
 10	 -1	  1	  0	 0.025889	 0.045842	 3.153431	 5.583848	 6.412760	 1.056706
 11	 -2	  0	  0	 0.071578	 0.069817	 8.718743	 8.504217	12.179417	 0.772943
 12	  2	  0	  0	 0.071578	-0.069817	 8.718743	-8.504217	12.179417	-0.772943
