index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.124357	 0.000000	15.147676	 0.000000	15.147676	 0.000000
  1	  0	  1	  0	 0.108333	-0.015898	13.195737	-1.936526	13.337077	-0.145714
  2	  0	 -1	  0	 0.108333	 0.015898	13.195737	 1.936526	13.337077	 0.145714
  3	  1	  0	  0	 0.010381	 0.061257	 1.264499	 7.461554	 7.567942	 1.402923
  4	 -1	  0	  0	 0.010381	-0.061257	 1.264499	-7.461554	 7.567942	-1.402923
  5	  0	 -2	  0	-0.093750	-0.022881	-11.419451	-2.787056	11.754639	-2.902210
  6	  1	 -1	  0	 0.067093	-0.141936	 8.172468	-17.288927	19.123186	-1.129227
  7	 -1	 -1	  0	 0.081593	-0.071783	 9.938640	-8.743723	13.237419	-0.721526
  8	  0	  2	  0	-0.093750	 0.022881	-11.419451	 2.787056	11.754639	 2.902210
  9	  1	  1	  0	 0.081593	 0.071783	 9.938640	 8.743723	13.237419	 0.721526
 10	 -1	  1	  0	 0.067093	 0.141936	 8.172468	17.288927	19.123186	 1.129227
 11	 -2	  0	  0	-0.059326	 0.123400	-7.226296	15.031071	16.677903	 2.018932
 12	  2	  0	  0	-0.059326	-0.123400	-7.226296	-15.031071	16.677903	-2.018932
