index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.193926	 0.000000	23.621641	 0.000000	23.621641	 0.000000
  1	  0	  1	  0	 0.189230	 0.031497	23.049687	 3.836578	23.366802	 0.164936
  2	  0	 -1	  0	 0.189230	-0.031497	23.049687	-3.836578	23.366802	-0.164936
  3	  1	  0	  0	 0.141416	-0.053982	17.225501	-6.575471	18.437860	-0.364657
  4	 -1	  0	  0	 0.141416	 0.053982	17.225501	 6.575471	18.437860	 0.364657
  5	  0	 -2	  0	 0.009510	-0.045828	 1.158365	-5.582257	 5.701176	-1.366192
  6	  1	 -1	  0	-0.090189	-0.008308	-10.985719	-1.011967	11.032230	-3.049735
  7	 -1	 -1	  0	 0.128392	-0.097988	15.639126	-11.935688	19.673406	-0.651892
  8	  0	  2	  0	 0.009510	 0.045828	 1.158365	 5.582257	 5.701176	 1.366192
  9	  1	  1	  0	 0.128392	 0.097988	15.639126	11.935688	19.673406	 0.651892
 10	 -1	  1	  0	-0.090189	 0.008308	-10.985719	 1.011967	11.032230	 3.049735
 11	 -2	  0	  0	 0.129930	 0.059010	15.826462	 7.187852	17.382236	 0.426314
 12	  2	  0	  0	 0.129930	-0.059010	15.826462	-7.187852	17.382236	-0.426314
