index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	 0.195859	 0.000000	23.857119	 0.000000	23.857119	 0.000000
  1	  0	  1	  0	 0.046881	 0.119564	 5.710492	14.563843	15.643377	 1.197118
  2	  0	 -1	  0	 0.046881	-0.119564	 5.710492	-14.563843	15.643377	-1.197118
  3	  1	  0	  0	-0.113879	 0.035864	-13.871289	 4.368501	14.542918	 2.836494
  4	 -1	  0	  0	-0.113879	-0.035864	-13.871289	-4.368501	14.542918	-2.836494
  5	  0	 -2	  0	-0.075563	 0.039918	-9.204173	 4.862335	10.409567	 2.655582
  6	  1	 -1	  0	-0.117578	 0.126743	-14.321950	15.438276	21.058457	 2.318701
  7	 -1	 -1	  0	 0.077143	-0.130172	 9.396591	-15.855959	18.431152	-1.035819
  8	  0	  2	  0	-0.075563	-0.039918	-9.204173	-4.862335	10.409567	-2.655582
  9	  1	  1	  0	 0.077143	 0.130172	 9.396591	15.855959	18.431152	 1.035819
 10	 -1	  1	  0	-0.117578	-0.126743	-14.321950	-15.438276	21.058457	-2.318701
 11	 -2	  0	  0	-0.046644	 0.115949	-5.681578	14.123439	15.223398	 1.953267
 12	  2	  0	  0	-0.046644	-0.115949	-5.681578	-14.123439	15.223398	-1.953267
