index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.028815	 0.000000	-3.509889	 0.000000	 3.509889	 3.141593
  1	  0	  1	  0	-0.003447	 0.081369	-0.419902	 9.911338	 9.920229	 1.613137
  2	  0	 -1	  0	-0.003447	-0.081369	-0.419902	-9.911338	 9.920229	-1.613137
  3	  1	  0	  0	-0.026366	 0.025677	-3.211529	 3.127611	 4.482841	 2.369432
  4	 -1	  0	  0	-0.026366	-0.025677	-3.211529	-3.127611	 4.482841	-2.369432
  5	  0	 -2	  0	-0.003487	-0.071850	-0.424762	-8.751898	 8.762200	-1.619292
  6	  1	 -1	  0	 0.075539	-0.137355	 9.201209	-16.730876	19.094095	-1.067989
  7	 -1	 -1	  0	 0.038204	-0.023189	 4.653490	-2.824557	 5.443629	-0.545533
  8	  0	  2	  0	-0.003487	 0.071850	-0.424762	 8.751898	 8.762200	 1.619292
  9	  1	  1	  0	 0.038204	 0.023189	 4.653490	 2.824557	 5.443629	 0.545533
 10	 -1	  1	  0	 0.075539	 0.137355	 9.201209	16.730876	19.094095	 1.067989
 11	 -2	  0	  0	 0.009531	 0.077700	 1.160919	 9.464458	 9.535392	 1.448745
 12	  2	  0	  0	 0.009531	-0.077700	 1.160919	-9.464458	 9.535392	-1.448745
