index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.007211	 0.000000	-0.878363	 0.000000	 0.878363	 3.141593
  1	  0	  1	  0	 0.079476	-0.041162	 9.680826	-5.013893	10.902179	-0.477881
  2	  0	 -1	  0	 0.079476	 0.041162	 9.680826	 5.013893	10.902179	 0.477881
  3	  1	  0	  0	 0.000855	-0.026673	 0.104165	-3.249034	 3.250703	-1.538747
  4	 -1	  0	  0	 0.000855	 0.026673	 0.104165	 3.249034	 3.250703	 1.538747
  5	  0	 -2	  0	 0.053998	-0.066327	 6.577356	-8.079185	10.418006	-0.887510
  6	  1	 -1	  0	-0.122836	-0.003271	-14.962398	-0.398425	14.967702	-3.114970
  7	 -1	 -1	  0	 0.109026	 0.044023	13.280134	 5.362282	14.321872	 0.383763
  8	  0	  2	  0	 0.053998	 0.066327	 6.577356	 8.079185	10.418006	 0.887510
  9	  1	  1	  0	 0.109026	-0.044023	13.280134	-5.362282	14.321872	-0.383763
 10	 -1	  1	  0	-0.122836	 0.003271	-14.962398	 0.398425	14.967702	 3.114970
 11	 -2	  0	  0	 0.008344	 0.045930	 1.016305	 5.594581	 5.686142	 1.391097
 12	  2	  0	  0	 0.008344	-0.045930	 1.016305	-5.594581	 5.686142	-1.391097
