index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.095255	 0.000000	-11.602772	 0.000000	11.602772	 3.141593
  1	  0	  1	  0	-0.141486	 0.056812	-17.234074	 6.920162	18.571536	 2.759760
  2	  0	 -1	  0	-0.141486	-0.056812	-17.234074	-6.920162	18.571536	-2.759760
  3	  1	  0	  0	 0.031320	-0.087528	 3.814998	-10.661537	11.323541	-1.227165
  4	 -1	  0	  0	 0.031320	 0.087528	 3.814998	10.661537	11.323541	 1.227165
  5	  0	 -2	  0	-0.157236	 0.142978	-19.152545	17.415759	25.886843	 2.403653
  6	  1	 -1	  0	-0.008781	-0.020365	-1.069585	-2.480663	 2.701426	-1.977881
  7	 -1	 -1	  0	 0.121239	 0.152394	14.767820	18.562775	23.720563	 0.898768
  8	  0	  2	  0	-0.157236	-0.142978	-19.152545	-17.415759	25.886843	-2.403653
  9	  1	  1	  0	 0.121239	-0.152394	14.767820	-18.562775	23.720563	-0.898768
 10	 -1	  1	  0	-0.008781	 0.020365	-1.069585	 2.480663	 2.701426	 1.977881
 11	 -2	  0	  0	 0.009800	 0.098227	 1.193719	11.964782	12.024182	 1.471356
 12	  2	  0	  0	 0.009800	-0.098227	 1.193719	-11.964782	12.024182	-1.471356
