index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.032572	 0.000000	-3.967505	 0.000000	 3.967505	 3.141593
  1	  0	  1	  0	-0.113899	 0.013241	-13.873790	 1.612824	13.967220	 3.025862
  2	  0	 -1	  0	-0.113899	-0.013241	-13.873790	-1.612824	13.967220	-3.025862
  3	  1	  0	  0	 0.156145	-0.027235	19.019639	-3.317465	19.306792	-0.172686
  4	 -1	  0	  0	 0.156145	 0.027235	19.019639	 3.317465	19.306792	 0.172686
  5	  0	 -2	  0	 0.010619	 0.015583	 1.293437	 1.898069	 2.296877	 0.972630
  6	  1	 -1	  0	-0.126415	 0.027725	-15.398289	 3.377094	15.764265	 2.925695
  7	 -1	 -1	  0	 0.093431	-0.095940	11.380590	-11.686196	16.312112	-0.798646
  8	  0	  2	  0	 0.010619	-0.015583	 1.293437	-1.898069	 2.296877	-0.972630
  9	  1	  1	  0	 0.093431	 0.095940	11.380590	11.686196	16.312112	 0.798646
 10	 -1	  1	  0	-0.126415	-0.027725	-15.398289	-3.377094	15.764265	-2.925695
 11	 -2	  0	  0	-0.045756	 0.024276	-5.573372	 2.957008	 6.309229	 2.653797
 12	  2	  0	  0	-0.045756	-0.024276	-5.573372	-2.957008	 6.309229	-2.653797
