index	  h	  k	  l	 Ug_real  	 Ug_imag  	Vg_real(V)	Vg_imag(V)	 |Vg|(V)   	phi(rad)
  0	  0	  0	  0	-0.096169	 0.000000	-11.714173	 0.000000	11.714173	 3.141593
  1	  0	  1	  0	 0.117304	 0.076543	14.288455	 9.323576	17.061331	 0.578148
  2	  0	 -1	  0	 0.117304	-0.076543	14.288455	-9.323576	17.061331	-0.578148
  3	  1	  0	  0	 0.008561	-0.049229	 1.042761	-5.996443	 6.086434	-1.398621
  4	 -1	  0	  0	 0.008561	 0.049229	 1.042761	 5.996443	 6.086434	 1.398621
  5	  0	 -2	  0	-0.028479	-0.108487	-3.468926	-13.214497	13.662225	-1.827513
  6	  1	 -1	  0	 0.053702	 0.015432	 6.541276	 1.879782	 6.806017	 0.279832
  7	 -1	 -1	  0	 0.104741	-0.136803	12.758240	-16.663698	20.986936	-0.917366
  8	  0	  2	  0	-0.028479	 0.108487	-3.468926	13.214497	13.662225	 1.827513
  9	  1	  1	  0	 0.104741	 0.136803	12.758240	16.663698	20.986936	 0.917366
 10	 -1	  1	  0	 0.053702	-0.015432	 6.541276	-1.879782	 6.806017	-0.279832
 11	 -2	  0	  0	 0.048444	 0.057557	 5.900817	 7.010901	 9.163644	 0.871162
 12	  2	  0	  0	 0.048444	-0.057557	 5.900817	-7.010901	 9.163644	-0.871162
